-0.246304;0.446281;2.01285;
-0.24686;0.445807;1.99418;
-0.245329;0.444826;2.01167;
-0.245164;0.444053;1.99631;
-0.247241;0.443692;2.01247;
-0.24615;0.445487;2.01206;
-0.246691;0.443779;2.01083;
-0.24697;0.444104;2.0096;
-0.245912;0.444141;2.01223;
-0.246126;0.444876;1.99689;
-0.246936;0.443906;2.0089;
-0.246129;0.444014;2.01182;
-0.247349;0.443775;2.01084;
-0.245999;0.44269;2.01038;
-0.246032;0.446132;2.01185;
-0.245383;0.445205;1.9979;
-0.247675;0.45182;2.01357;
-0.245808;0.443569;2.00985;
-0.24561;0.444231;2.00935;
-0.24679;0.443339;2.01332;
-0.246872;0.444416;2.00719;
-0.246108;0.443945;2.00899;
-0.246898;0.445878;1.99661;
-0.24618;0.444118;2.00689;
-0.246227;0.443228;2.00775;
-0.245662;0.444254;2.00955;
-0.247247;0.451469;2.01259;
-0.24493;0.443869;2.01092;
-0.246721;0.444029;2.01294;
-0.246782;0.444035;1.99889;
-0.24697;0.443939;2.01134;
-0.246129;0.44412;2.01144;
-0.245501;0.44327;2.01183;
-0.246931;0.443966;2.01262;
-0.24516;0.4433;1.99668;
-0.246158;0.443685;2.01257;
-0.24729;0.443308;2.00281;
-0.246003;0.445112;2.00952;
-0.247208;0.444678;2.0122;
-0.246698;0.445275;2.00999;
-0.246055;0.445515;2.00926;
-0.246484;0.443496;2.01115;
-0.247462;0.444322;2.01026;
-0.24615;0.444868;1.99941;
-0.246978;0.444112;2.01229;
-0.246616;0.445294;2.00778;
-0.246109;0.443883;2.01387;
-0.246815;0.445214;1.99762;
-0.246244;0.442465;2.01289;
-0.245611;0.44389;2.01195;
-0.247033;0.443771;2.01007;
-0.245591;0.442909;2.01041;
-0.244733;0.443662;2.01063;
-0.246144;0.444228;2.00755;
-0.245074;0.443215;1.99683;
-0.245179;0.444942;2.0026;
-0.246547;0.443407;2.0119;
-0.246982;0.443942;2.00876;
-0.24631;0.443582;2.01397;
-0.246732;0.445067;1.99936;
-0.246487;0.443388;1.99744;
-0.246615;0.442932;2.01159;
-0.246486;0.443838;2.00878;
-0.245999;0.445454;1.99841;
-0.245865;0.443641;2.01294;
-0.245461;0.444073;2.01165;
-0.24758;0.452248;2.01288;
-0.247109;0.445273;1.99633;
-0.245929;0.443608;2.01175;
-0.246638;0.445418;1.99983;
-0.246282;0.443178;2.01266;
-0.246199;0.44279;1.99826;
-0.247353;0.443819;2.01261;
-0.2472;0.444941;1.9995;
-0.246356;0.444436;2.0133;
-0.24732;0.444741;2.01292;
-0.24621;0.445273;2.01227;
-0.24588;0.444276;2.01096;
-0.247254;0.444312;2.01331;
-0.247223;0.444511;2.01099;
-0.247134;0.443567;2.01365;
-0.247027;0.446116;1.99677;
-0.247326;0.443981;2.00898;
-0.246174;0.444872;2.00319;
-0.246862;0.445307;2.01123;
-0.246325;0.443999;2.01211;
-0.246207;0.445305;2.00054;
-0.247113;0.451358;2.01469;
-0.246452;0.444885;2.00093;
-0.247024;0.444728;2.00949;
-0.245941;0.44395;2.00903;
-0.246224;0.444453;2.01425;
-0.246283;0.44348;2.01201;
-0.246914;0.445227;1.99919;
-0.246075;0.445125;2.00103;
-0.246879;0.443951;1.99861;
-0.24713;0.443488;1.9995;
-0.246649;0.444077;1.99907;
-0.246203;0.443472;1.99836;
-0.246954;0.444506;2.011;
-0.246646;0.445601;2.00119;
-0.245937;0.444762;2.00434;
-0.247238;0.444691;2.00962;
-0.24605;0.445563;1.99867;
-0.246173;0.443896;2.00904;
-0.245157;0.443473;2.01124;
-0.246995;0.444829;2.00239;
-0.246466;0.443857;2.01284;
-0.246656;0.445979;1.99834;
-0.24669;0.444071;2.01152;
-0.246447;0.444719;1.99606;
-0.245706;0.442998;2.01201;
-0.24495;0.443812;2.01155;
-0.245692;0.443301;2.01298;
-0.246497;0.444989;2.01267;
-0.245955;0.444201;2.01454;
-0.246784;0.443978;2.01299;
-0.246444;0.443836;2.01156;
-0.246869;0.446179;1.99751;
-0.247064;0.44571;2.00139;
-0.24533;0.444616;2.01388;
-0.245934;0.442888;2.01262;
-0.246041;0.443587;2.01225;
-0.246497;0.444577;2.01043;
-0.246926;0.444095;2.01103;
-0.246829;0.444481;2.01324;
-0.246372;0.443899;2.01374;
-0.246149;0.443816;2.01314;
-0.247116;0.444568;2.01087;
-0.24719;0.443315;2.01176;
-0.247364;0.443915;2.01296;
-0.247169;0.443911;2.01404;
-0.24624;0.443993;2.01157;
-0.247553;0.444232;2.01187;
-0.247017;0.445165;2.00818;
-0.246419;0.443532;2.01288;
-0.246271;0.443587;2.01369;
-0.246429;0.444701;2.01164;
-0.24612;0.444426;2.01032;
-0.245855;0.442824;1.99853;
-0.246965;0.445384;2.00178;
-0.246428;0.445403;1.99902;
-0.246677;0.444207;2.011;
-0.24717;0.445342;1.99802;
-0.246553;0.445053;2.01446;
-0.24617;0.44305;1.99891;
-0.247228;0.444605;2.0115;
-0.247003;0.443247;2.01357;
-0.246262;0.444159;2.01238;
-0.24691;0.446064;1.9997;
-0.245723;0.444172;2.0135;
-0.247098;0.445182;2.01131;
-0.247423;0.444617;2.01205;
-0.246309;0.444088;2.01357;
-0.244997;0.443768;2.01292;
-0.245316;0.443555;2.01089;
-0.245893;0.443151;2.01256;
-0.246413;0.444572;2.01314;
-0.246486;0.444547;2.00351;
-0.245517;0.444923;2.00601;
-0.246611;0.44403;2.01318;
-0.246165;0.444634;2.01286;
-0.246725;0.444745;2.01245;
-0.246548;0.443486;2.01388;
-0.24621;0.444528;2.01019;
-0.24751;0.443745;2.01264;
-0.246979;0.444278;2.01115;
-0.245299;0.444045;2.01167;
-0.246829;0.443536;2.00222;
-0.245996;0.445039;2.00568;
-0.245298;0.445038;2.00273;
-0.247251;0.443878;2.01118;
-0.246209;0.444601;1.99884;
-0.24634;0.444303;2.01121;
-0.246331;0.444143;2.0138;
-0.246289;0.443557;2.01355;
-0.247437;0.444425;2.01223;
-0.245647;0.44337;2.0131;
-0.246719;0.443928;2.01349;
-0.245899;0.443305;2.00109;
-0.246136;0.442913;2.00596;
-0.245771;0.443366;2.01246;
-0.24721;0.444241;2.01352;
-0.246163;0.443631;2.01144;
-0.24633;0.443792;2.01226;
-0.246466;0.443315;2.0133;
-0.246899;0.444447;2.01178;
-0.246697;0.444171;2.01163;
-0.246316;0.444158;2.01259;
-0.246754;0.445013;1.99562;
-0.246904;0.443717;1.99814;
-0.24636;0.443805;2.0122;
-0.246316;0.444311;2.01276;
-0.245969;0.443797;2.01043;
-0.246212;0.444145;1.99965;
-0.246692;0.444624;2.00724;
-0.246566;0.444016;2.01064;
-0.246533;0.444369;2.00611;
-0.246581;0.443718;2.0134;
-0.246815;0.445013;2.01178;
-0.246826;0.445082;2.0112;
-0.246763;0.444358;2.01101;
-0.245151;0.444297;2.01404;
-0.247102;0.444362;2.0143;
-0.245327;0.443456;2.01256;
-0.246739;0.443342;2.01373;
-0.247354;0.444179;2.01275;
-0.246064;0.443831;2.01197;
-0.246808;0.445667;2.00524;
-0.246949;0.444275;2.01004;
-0.244948;0.443993;2.01273;
-0.246166;0.444657;2.00016;
-0.246545;0.443763;2.01195;
-0.246845;0.443995;2.0121;
-0.247103;0.444127;2.01411;
-0.246481;0.444158;2.01197;
-0.246153;0.443353;2.0013;
-0.245399;0.444102;2.01175;
-0.246174;0.443081;2.00129;
-0.247507;0.445493;2.0111;
-0.246146;0.445069;2.01255;
-0.246155;0.444563;2.01258;
-0.247397;0.443633;2.0129;
-0.246377;0.443924;2.01308;
-0.246176;0.443402;1.99759;
-0.245736;0.443287;2.01292;
-0.246408;0.443971;2.00494;
-0.246898;0.444155;2.01082;
