327.539;361.628
327.453;361.011
327.53;361.084
327.501;361.252
327.414;361.318
327.996;361.206
327.689;361.586
327.555;361.658
327.975;361.879
327.82;361.232
327.556;361.353
327.665;361.924
327.576;361.468
327.411;361.547
327.544;360.807
327.431;360.93
327.534;361.298
327.544;361.322
327.521;361.447
327.525;361.062
327.441;361.255
327.486;361.244
327.372;361.841
327.567;361.449
327.541;361.389
327.317;361.526
327.486;361.129
327.488;360.486
327.545;360.942
327.57;361.232
327.404;361.454
327.518;360.705
327.64;362.241
327.459;361.627
327.572;361.414
327.489;361.135
327.47;360.902
327.418;361.087
327.447;361.277
327.448;361.417
327.514;361.069
327.488;361.646
327.454;361.342
327.321;361.638
327.468;361.068
327.832;361.924
327.352;361.676
327.6;361.123
327.636;360.743
328.051;362.012
327.623;361.486
327.294;361.161
327.734;361.853
327.45;361.101
327.574;361.142
327.545;360.949
327.373;360.729
327.545;361.387
327.31;360.797
327.436;361.409
327.479;361.145
327.591;361.172
327.363;361.568
327.73;361.782
327.382;361.425
327.695;361.278
327.504;361.297
327.562;361.676
327.592;361.254
327.488;361.67
327.583;361.265
327.427;361.197
327.409;361.52
327.591;361.512
327.48;361.082
327.492;361.1
327.672;361.857
327.353;361.366
328.005;361.714
327.352;361.695
327.284;361.014
327.416;361.31
328.154;361.82
327.993;361.795
328.135;362
327.372;361.114
327.617;361.636
327.626;361.024
327.501;360.878
327.758;361.407
327.368;361.067
327.414;360.625
327.352;361.414
327.322;361.805
327.368;361.41
328.104;361.308
327.666;361.263
327.515;361.595
327.501;361.088
327.413;361.977
327.339;361.588
327.54;361.125
327.632;361.612
327.444;361.964
327.288;361.075
327.445;361.646
327.652;361.626
327.53;361.497
327.573;362.089
327.693;362.041
327.71;361.455
327.667;361.444
327.483;361.423
327.31;361.455
327.477;361.07
327.455;361.33
327.52;361.243
327.498;361.106
327.289;361.066
327.491;362
327.415;361.026
327.274;361.648
327.33;361.919
327.252;361.126
327.295;361.636
327.505;361.639
327.281;361.392
327.586;360.965
327.418;361.636
327.463;360.867
327.528;361.262
327.608;361.165
327.454;361.45
327.553;360.996
327.405;361.58
327.473;361.559
328.039;361.681
327.553;361.907
327.589;360.958
327.482;361.251
327.512;361.504
327.446;361.433
327.478;361.004
327.417;361.303
327.355;361.3
327.38;361.216
327.485;361.114
327.432;361.655
327.464;361.357
327.549;361.339
327.516;361.567
327.328;361.356
327.505;361.141
327.205;361.419
327.581;361.241
327.46;361.756
327.47;361.153
327.595;360.898
327.647;361.458
327.48;361.613
327.351;361.514
327.454;361.27
327.382;361.377
327.649;361.773
327.6;361.395
327.64;362.031
327.509;361.47
327.571;361.517
327.019;361.24
327.383;360.825
327.368;361.15
327.506;362.279
327.555;361.602
327.509;361.581
327.26;361.137
327.475;361.006
327.768;361.91
327.65;361.228
327.602;361.675
327.513;361.733
327.63;361.584
327.539;361.441
327.568;361.488
327.486;361.495
327.486;361.009
327.967;361.837
327.237;361.336
327.407;361.063
327.659;361.586
327.678;361.466
327.466;361.385
327.405;361.457
327.177;361.272
327.541;361.218
327.455;361.586
327.398;360.736
327.464;361.666
327.572;361.588
327.447;361.44
327.466;360.953
327.249;361.301
327.549;361.303
327.391;361.383
327.373;361.198
327.613;361.508
327.396;360.827
327.421;361.151
327.951;361.795
327.782;361.238
327.32;361.688
327.55;360.913
327.583;361.404
327.588;361.855
327.573;361.439
327.159;361.129
327.641;361.55
327.977;362.189
327.418;361.24
327.519;361.215
327.659;361.809
327.369;361.42
327.534;360.765
327.421;361.486
327.461;361.49
327.577;361.515
327.416;362.105
327.519;361.154
327.518;361.311
327.57;361.419
327.337;361.42
327.465;361.303
327.389;361.156
327.332;361.333
327.885;361.984
327.413;361.632
327.432;361.239
327.672;361.629
327.707;361.615
327.473;361.248
327.483;361.414
327.377;361.603
327.482;361.03
327.631;362.262
327.418;361.9
328.013;362.176
327.48;361.247
327.276;360.963
327.472;361.453
327.493;361.289
327.489;361.179
327.39;361.482
327.86;362.283
327.455;361.078
327.407;361.436
327.636;361.741
327.49;361.13
327.435;360.971
327.482;361.571
327.429;361.524
327.488;361.209
327.485;361.656
327.474;360.856
327.248;361.143
327.792;361.639
327.297;361.368
327.545;361.457
327.593;361.639
327.41;361.071
327.511;361.533
327.487;361.3
327.503;361.692
327.28;361.607
327.59;361.695
327.497;360.912
327.432;361.629
327.519;361.092
327.423;360.841
327.542;361.112
327.845;361.807
327.392;361.334
327.381;361.474
327.535;361.056
327.325;361.233
327.486;360.96
327.369;361.363
327.436;361.071
327.326;361.551
327.529;361.444
327.378;361.412
327.623;361.912
327.58;361.069
327.655;361.235
327.397;360.845
327.334;361.322
327.432;361.736
327.656;361.049
327.502;361.624
327.361;361.597
327.588;361.542
327.609;361.031
