0.0303528;0.458865;1.95918;
0.0298626;0.458429;1.97064;
0.0301293;0.45983;1.96532;
0.0305144;0.458199;1.96212;
0.0296715;0.460726;1.96719;
0.0312482;0.45915;1.96494;
0.0312136;0.459173;1.96139;
0.0303784;0.459495;1.96021;
0.0318166;0.460149;1.96972;
0.0311096;0.461894;1.97635;
0.0304441;0.457298;1.97458;
0.0313257;0.460365;1.96956;
0.0304617;0.458892;1.97002;
0.0300247;0.458567;1.9625;
0.0302285;0.459073;1.96497;
0.0298434;0.459273;1.97027;
0.0306478;0.460806;1.97311;
0.0304077;0.460204;1.96546;
0.0305377;0.459174;1.96154;
0.0301643;0.458214;1.96494;
0.0298837;0.458999;1.97211;
0.0300468;0.461152;1.97244;
0.0297983;0.461456;1.96626;
0.0306017;0.460168;1.97262;
0.0306937;0.459042;1.96263;
0.0295668;0.460328;1.96797;
0.0300177;0.46033;1.97356;
0.0299103;0.457013;1.97168;
0.0302195;0.460607;1.9759;
0.0304803;0.460781;1.97631;
0.0297084;0.459657;1.96247;
0.02996;0.458968;1.96642;
0.0309365;0.463369;1.97318;
0.0302803;0.46007;1.96504;
0.0306609;0.461698;1.96767;
0.0301106;0.460626;1.97195;
0.02994;0.459999;1.9764;
0.0297332;0.460045;1.97188;
0.0297737;0.460375;1.96411;
0.030099;0.458861;1.96354;
0.0302157;0.459568;1.96572;
0.0300533;0.460358;1.95956;
0.0299776;0.459226;1.96268;
0.0294844;0.460163;1.97134;
0.0298606;0.458648;1.97279;
0.0316855;0.45975;1.95879;
0.029578;0.458958;1.96863;
0.0306466;0.461101;1.97437;
0.0301992;0.457716;1.964;
0.0321953;0.46078;1.9697;
0.0307039;0.458881;1.96126;
0.0293931;0.458019;1.97237;
0.0309357;0.459373;1.96707;
0.0300428;0.457437;1.977;
0.0309235;0.459137;1.96187;
0.0302123;0.458876;1.96916;
0.0294877;0.459055;1.96533;
0.030319;0.458307;1.95873;
0.02928;0.456358;1.96292;
0.0299262;0.458516;1.97549;
0.0306465;0.458279;1.97165;
0.0304889;0.460075;1.97059;
0.0299413;0.458112;1.95747;
0.0312167;0.46158;1.9673;
0.029556;0.458923;1.9606;
0.0310321;0.460119;1.96537;
0.0300636;0.459911;1.96794;
0.0305517;0.459976;1.9605;
0.0309025;0.460018;1.96359;
0.03014;0.459375;1.96126;
0.0305247;0.458633;1.9614;
0.0299305;0.461332;1.96795;
0.0298171;0.460047;1.97279;
0.0311633;0.46082;1.96001;
0.030351;0.460688;1.96892;
0.0300354;0.46028;1.9702;
0.0309464;0.460435;1.96003;
0.0297367;0.459161;1.97316;
0.0319314;0.460473;1.96118;
0.0301869;0.459507;1.95914;
0.0294723;0.458551;1.96973;
0.0299051;0.458673;1.97088;
0.032571;0.461313;1.96945;
0.0319134;0.461644;1.96827;
0.0324832;0.45963;1.97551;
0.0295922;0.458105;1.97526;
0.0305018;0.457331;1.97414;
0.0308083;0.459689;1.96817;
0.0303142;0.459954;1.9671;
0.0313595;0.456317;1.97135;
0.0296033;0.460155;1.95955;
0.0297463;0.459793;1.9682;
0.0294419;0.457515;1.97091;
0.0294068;0.460788;1.97008;
0.0293932;0.45874;1.9748;
0.0321872;0.459973;1.96574;
0.0308292;0.459859;1.95998;
0.0300073;0.458618;1.96023;
0.0299001;0.461077;1.96415;
0.0296034;0.459585;1.96359;
0.0294697;0.460318;1.95911;
0.0304663;0.460637;1.96666;
0.0307516;0.461573;1.97438;
0.0299506;0.46228;1.97302;
0.0295539;0.457367;1.97134;
0.0299482;0.460102;1.96948;
0.0310421;0.459708;1.96711;
