254.422;355.782
254.043;355.814
254.667;355.372
254.627;355.305
254.288;355.136
254.472;355.558
254.44;355.141
254.414;355.135
254.496;355.121
254.346;355.433
254.37;355.392
254.432;355.171
254.401;355.317
254.556;354.94
254.456;355.43
254.348;355.385
254.4;355.216
254.49;354.893
254.524;355.209
254.428;355.023
254.292;355.425
254.598;355.041
254.318;355.763
254.556;355.097
254.463;354.878
254.613;355.095
254.544;355.059
254.864;354.97
254.528;355.062
254.285;355.063
254.334;355.197
254.428;355.234
254.568;355.073
254.321;354.954
254.801;355.029
254.501;354.904
254.363;355.009
254.392;355.297
254.337;355.394
254.41;355.47
254.271;355.997
254.354;355.147
254.345;355.205
254.6;355.489
254.363;355.295
254.434;355.637
254.441;355.025
254.363;355.521
254.364;354.879
254.578;355.239
254.415;355.209
254.463;355.034
254.785;355.249
254.392;355.142
254.634;355.092
254.744;355.384
254.375;355.063
254.311;355.375
254.439;355.063
254.458;355.374
254.403;355.299
254.24;354.963
254.365;355.033
254.589;355.531
254.603;354.971
254.516;355.099
254.428;355.264
254.358;355.578
254.561;354.967
254.534;355.486
254.384;354.823
254.528;354.895
254.173;355.128
254.397;355.34
254.429;355.437
254.357;355.086
254.382;355.484
254.361;355.153
254.311;355.229
254.296;355.377
254.481;355.018
254.366;355.804
254.248;355.234
254.555;355.45
254.383;355.686
254.351;355.157
254.549;355.329
254.484;355.054
254.369;355.424
254.251;355.315
254.66;355.177
254.496;355.249
254.554;355.1
254.415;355.609
254.452;355.331
254.372;354.971
254.294;355.251
254.416;355.296
254.333;355.087
254.269;355.208
254.28;355.405
254.504;355.476
254.286;355.467
254.388;355.864
254.392;355.192
254.721;355.183
254.314;355.278
254.408;355.119
254.342;355.75
254.604;355.04
254.354;355.339
254.486;354.807
254.759;355.245
254.583;354.859
254.368;355.507
254.466;355.045
254.341;355.035
254.419;355.197
254.159;355.793
254.371;355.454
254.721;355.418
254.562;354.764
254.506;354.993
254.359;355.42
254.252;355.179
254.374;355.262
254.439;355.047
254.417;355.124
254.311;355.18
254.305;354.986
254.152;355.061
254.478;354.96
254.407;355.309
254.238;355.216
254.332;355.476
254.385;354.94
254.669;354.907
254.506;355.347
254.393;355.48
254.446;354.928
254.478;355.458
254.517;355.462
254.279;355.574
254.208;355.423
254.488;355.257
254.515;355.082
254.333;355.383
254.347;355.023
254.509;355.318
254.477;355.938
254.537;355.161
254.347;355.474
254.31;355.414
254.46;355.237
254.686;355.192
254.667;354.956
254.669;354.984
254.425;355.42
254.527;355.343
254.797;355.519
254.303;355.201
254.414;355.215
254.488;355.38
254.358;354.895
254.477;355.535
254.28;355.141
254.395;355.303
254.623;355.257
254.408;355.027
254.423;355.448
254.481;355.528
254.312;355.017
254.438;355.323
254.436;355.341
254.387;355.047
254.495;355.036
254.202;355.461
254.614;354.902
254.362;355.16
254.775;354.988
254.476;354.941
254.36;354.882
254.277;355.127
254.442;355.104
254.546;355.137
254.515;355.132
254.401;355.364
254.403;355.385
254.556;355.187
254.334;355.702
254.326;355.488
254.465;355.018
254.479;355.172
254.411;354.803
254.377;355.359
254.426;355.241
254.375;355.141
254.413;355.416
254.387;355.202
254.246;355.794
254.314;355.482
254.35;355.273
254.723;355.014
254.297;355.113
254.723;355.165
254.429;354.94
254.246;355.045
254.651;355.169
254.341;355.703
254.277;355.558
254.77;355.34
254.379;355.331
254.394;355.177
254.32;355.271
254.285;355.176
254.401;355.523
254.399;355.149
254.592;355.287
254.488;355.087
254.247;355.659
254.453;355.595
254.462;355.343
254.282;355.154
254.4;355.106
254.391;355.353
254.615;355.106
254.32;355.449
254.219;355.103
254.693;354.746
254.503;355.423
254.603;355.235
254.342;355.451
254.413;355.074
254.321;355.01
254.596;355.615
254.218;355.444
254.403;355.752
254.535;354.964
254.249;355.593
254.482;355.097
254.316;355.083
254.27;354.982
254.409;355.551
254.367;355.09
254.745;355.116
254.646;355.391
254.521;355.365
254.202;355.598
254.626;354.978
254.398;355.001
254.355;355.479
254.529;355.252
254.593;355.312
254.361;355.02
254.264;355.417
254.405;355.215
254.353;355.104
254.381;355.096
254.382;355.099
254.332;355.534
254.53;354.858
254.469;355.215
254.589;355.134
254.389;355.543
254.388;355.126
254.406;355.439
254.801;354.895
254.252;355.101
254.354;355.488
254.386;355.389
254.455;354.926
254.416;355.108
254.359;355.126
254.553;354.91
254.352;355.125
254.486;355.2
254.344;355.639
254.394;355.146
254.478;355.074
254.405;355.745
254.285;355.098
254.399;355.285
254.401;355.518
254.361;355.34
254.578;355.07
254.506;355.317
254.273;355.435
254.293;355.115
254.478;355.042
254.393;355.426
254.821;355.439
254.581;355.21
254.609;355.372
254.293;355.429
254.341;355.235
254.342;355.693
254.443;354.884
254.374;355.081
254.496;355.528
254.389;355.257
